first,sex,occurences,year
Debera,F,80,1956
Dreama,F,80,1956
Elinor,F,80,1956
Germaine,F,80,1956
Jaime,F,80,1956
Kathlyn,F,80,1956
Lavon,F,80,1956
Renea,F,80,1956
Sharyl,F,80,1956
Deedee,F,79,1956
Emilie,F,79,1956
Jaclyn,F,79,1956
Lina,F,79,1956
Loree,F,79,1956
Melvina,F,79,1956
Sheilah,F,79,1956
Steven,F,79,1956
Autumn,F,78,1956
Dorcas,F,78,1956
Drema,F,78,1956
Jeana,F,78,1956
Joette,F,78,1956
Kathlene,F,78,1956
Kathyrn,F,78,1956
Adriana,F,77,1956
Clementine,F,77,1956
Kerrie,F,77,1956
Lessie,F,77,1956
Lynelle,F,77,1956
Ruthann,F,77,1956
Sammie,F,77,1956
Tari,F,77,1956
Berta,F,76,1956
Cinthia,F,76,1956
Evangelina,F,76,1956
Jacqulyn,F,76,1956
Janene,F,76,1956
Kandi,F,76,1956
Leonora,F,76,1956
Melodye,F,76,1956
Michaela,F,76,1956
Renata,F,76,1956
Socorro,F,76,1956
Andra,F,75,1956
Ellyn,F,75,1956
Jayme,F,75,1956
Leatha,F,75,1956
Lorine,F,75,1956
Marlyn,F,75,1956
Scarlett,F,75,1956
Coral,F,74,1956
Denese,F,74,1956
Fawn,F,74,1956
Georgianna,F,74,1956
Judie,F,74,1956
Latanya,F,74,1956
Rosella,F,74,1956
Sherilyn,F,74,1956
Stefanie,F,74,1956
Antonette,F,73,1956
Charlie,F,73,1956
Lugene,F,73,1956
Nicolette,F,73,1956
Octavia,F,73,1956
Pamelia,F,73,1956
Vernetta,F,73,1956
Vonnie,F,73,1956
Cyndi,F,72,1956
Ernestina,F,72,1956
Kenneth,F,72,1956
Manuela,F,72,1956
Roma,F,72,1956
Roseanna,F,72,1956
Star,F,72,1956
Chrystal,F,71,1956
Herlinda,F,71,1956
Lucile,F,71,1956
Maude,F,71,1956
Paul,F,71,1956
Vida,F,71,1956
Arnita,F,70,1956
Cherlyn,F,70,1956
Georgene,F,70,1956
Karrie,F,70,1956
Lidia,F,70,1956
Pauletta,F,70,1956
Alene,F,69,1956
Carolee,F,69,1956
Edward,F,69,1956
Flossie,F,69,1956
Gearldine,F,69,1956
Georgiana,F,69,1956
Jeryl,F,69,1956
Joye,F,69,1956
Kayla,F,69,1956
Kenna,F,69,1956
Luisa,F,69,1956
Marissa,F,69,1956
Regena,F,69,1956
Susann,F,69,1956
Georgie,F,68,1956
Jonna,F,68,1956
Kathern,F,68,1956
Kevin,F,68,1956
Lura,F,68,1956
Malia,F,68,1956
Nereida,F,68,1956
Sherron,F,68,1956
Suanne,F,68,1956
Suzy,F,68,1956
Teresia,F,68,1956
Tonie,F,68,1956
Anthony,F,67,1956
Cari,F,67,1956
Gary,F,67,1956
Randee,F,67,1956
Raye,F,67,1956
Tonda,F,67,1956
Tonja,F,67,1956
Cristy,F,66,1956
Deidra,F,66,1956
Edythe,F,66,1956
Georgetta,F,66,1956
Julianna,F,66,1956
Lilia,F,66,1956
Lindsey,F,66,1956
Lonna,F,66,1956
Alane,F,65,1956
Carma,F,65,1956
Donetta,F,65,1956
Doretta,F,65,1956
Florine,F,65,1956
Fredia,F,65,1956
Lawana,F,65,1956
Leora,F,65,1956
Marcelle,F,65,1956
Marilou,F,65,1956
Tamera,F,65,1956
Belva,F,64,1956
Bridgett,F,64,1956
Deb,F,64,1956
Isabella,F,64,1956
Karolyn,F,64,1956
Laure,F,64,1956
Marleen,F,64,1956
Marlena,F,64,1956
Mina,F,64,1956
Rosalee,F,64,1956
Sari,F,64,1956
Sherril,F,64,1956
Alexandria,F,63,1956
Arnetta,F,63,1956
Drucilla,F,63,1956
Hester,F,63,1956
Imelda,F,63,1956
Lizbeth,F,63,1956
Norene,F,63,1956
Rise,F,63,1956
Alyson,F,62,1956
Casey,F,62,1956
Enid,F,62,1956
Gigi,F,62,1956
Gregory,F,62,1956
Johnetta,F,62,1956
Johnny,F,62,1956
Missy,F,62,1956
Philomena,F,62,1956
Vada,F,62,1956
Valentina,F,62,1956
Vita,F,62,1956
Eloisa,F,61,1956
Hallie,F,61,1956
Harriette,F,61,1956
Madge,F,61,1956
Penney,F,61,1956
Ranae,F,61,1956
Ronald,F,61,1956
Ardis,F,60,1956
Carletta,F,60,1956
Drusilla,F,60,1956
Jodee,F,60,1956
Julee,F,60,1956
Lanita,F,60,1956
Marylin,F,60,1956
Melony,F,60,1956
Penni,F,60,1956
Simone,F,60,1956
Thomasine,F,60,1956
Trisha,F,60,1956
Yolonda,F,60,1956
Dayle,F,59,1956
Deeann,F,59,1956
Ivory,F,59,1956
Josette,F,59,1956
Karren,F,59,1956
Marjory,F,59,1956
Meri,F,59,1956
Nyla,F,59,1956
Prudence,F,59,1956
Ricki,F,59,1956
Ronni,F,59,1956
Tressa,F,59,1956
Armida,F,58,1956
Carrol,F,58,1956
Dawne,F,58,1956
Francene,F,58,1956
Joella,F,58,1956
Leonor,F,58,1956
Lorretta,F,58,1956
Lynell,F,58,1956
Marquita,F,58,1956
Selina,F,58,1956
Sharee,F,58,1956
Siobhan,F,58,1956
Wonda,F,58,1956
Arline,F,57,1956
Becki,F,57,1956
Candie,F,57,1956
Charity,F,57,1956
Cherilyn,F,57,1956
Cindie,F,57,1956
Denna,F,57,1956
Ellie,F,57,1956
Georgann,F,57,1956
Georgine,F,57,1956
Hellen,F,57,1956
Isabell,F,57,1956
Jay,F,57,1956
Jeanmarie,F,57,1956
Joslyn,F,57,1956
Kandace,F,57,1956
Raylene,F,57,1956
Robbi,F,57,1956
Royce,F,57,1956
Suzie,F,57,1956
Terresa,F,57,1956
Alethea,F,56,1956
Cindee,F,56,1956
Daniel,F,56,1956
Denita,F,56,1956
Elda,F,56,1956
Glynda,F,56,1956
Gwenn,F,56,1956
Holli,F,56,1956
Iona,F,56,1956
Jeane,F,56,1956
Kym,F,56,1956
Louanne,F,56,1956
Lucie,F,56,1956
Mitzie,F,56,1956
Olive,F,56,1956
Sherre,F,56,1956
Billy,F,55,1956
Charline,F,55,1956
Darnell,F,55,1956
Deborrah,F,55,1956
Dennis,F,55,1956
Dorine,F,55,1956
Georgeann,F,55,1956
Jolynn,F,55,1956
Karleen,F,55,1956
Karyl,F,55,1956
Kathe,F,55,1956
Kathryne,F,55,1956
Kimberle,F,55,1956
Kimberlie,F,55,1956
Lesli,F,55,1956
Lettie,F,55,1956
Nelly,F,55,1956
Phylis,F,55,1956
Sherlyn,F,55,1956
Tania,F,55,1956
Tawana,F,55,1956
Teddi,F,55,1956
Terre,F,55,1956
Theda,F,55,1956
Cruz,F,54,1956
Deloise,F,54,1956
Dessie,F,54,1956
Elia,F,54,1956
Ira,F,54,1956
Jani,F,54,1956
Lili,F,54,1956
Lue,F,54,1956
Martine,F,54,1956
Merrilee,F,54,1956
Randa,F,54,1956
Reda,F,54,1956
Selena,F,54,1956
Shanna,F,54,1956
Trudie,F,54,1956
Valinda,F,54,1956
Zella,F,54,1956
Adelina,F,53,1956
Bunny,F,53,1956
Christal,F,53,1956
Dannette,F,53,1956
Darcel,F,53,1956
Dede,F,53,1956
Glory,F,53,1956
Ilona,F,53,1956
Jacquelynn,F,53,1956
Laquita,F,53,1956
Laurinda,F,53,1956
Lesia,F,53,1956
Ray,F,53,1956
Richelle,F,53,1956
Sheryle,F,53,1956
Zandra,F,53,1956
Alvina,F,52,1956
Annabelle,F,52,1956
Awilda,F,52,1956
Catalina,F,52,1956
Charlette,F,52,1956
Charolette,F,52,1956
Jeanene,F,52,1956
Kimber,F,52,1956
Niki,F,52,1956
Sharolyn,F,52,1956
Shaun,F,52,1956
Tyra,F,52,1956
Adriane,F,51,1956
Alecia,F,51,1956
Allie,F,51,1956
Bobette,F,51,1956
Brigid,F,51,1956
Carlyn,F,51,1956
Christene,F,51,1956
Dell,F,51,1956
Delora,F,51,1956
Demetria,F,51,1956
Dru,F,51,1956
Evie,F,51,1956
Herminia,F,51,1956
Janetta,F,51,1956
Janise,F,51,1956
Lezlie,F,51,1956
Lyla,F,51,1956
Mala,F,51,1956
Maricela,F,51,1956
Marna,F,51,1956
Princess,F,51,1956
Rozanne,F,51,1956
Susette,F,51,1956
Wendie,F,51,1956
Bridgette,F,50,1956
Janett,F,50,1956
Johnette,F,50,1956
Kit,F,50,1956
Linn,F,50,1956
Margarett,F,50,1956
Melisa,F,50,1956
Phyliss,F,50,1956
Ricky,F,50,1956
Sabra,F,50,1956
Shirleen,F,50,1956
Valery,F,50,1956
Adelaide,F,49,1956
Augusta,F,49,1956
Dorie,F,49,1956
Jacquelyne,F,49,1956
Katina,F,49,1956
Leatrice,F,49,1956
Lianne,F,49,1956
Marijo,F,49,1956
Nadia,F,49,1956
Retta,F,49,1956
Rolanda,F,49,1956
Shelli,F,49,1956
Thomasina,F,49,1956
Thresa,F,49,1956
Verlene,F,49,1956
Vernessa,F,49,1956
Allene,F,48,1956
Chiquita,F,48,1956
Edie,F,48,1956
Gene,F,48,1956
Gussie,F,48,1956
Kayleen,F,48,1956
Larae,F,48,1956
Lavonda,F,48,1956
Lawanna,F,48,1956
Monika,F,48,1956
Nada,F,48,1956
Scarlet,F,48,1956
Timothy,F,48,1956
Zina,F,48,1956
Albertha,F,47,1956
Arlette,F,47,1956
Bobbye,F,47,1956
Casandra,F,47,1956
Cyndy,F,47,1956
Jacqualine,F,47,1956
Jena,F,47,1956
Liana,F,47,1956
Lisbeth,F,47,1956
Myrtis,F,47,1956
Tobi,F,47,1956
Tomi,F,47,1956
Bernetta,F,46,1956
Coreen,F,46,1956
Dalene,F,46,1956
Darcie,F,46,1956
Davida,F,46,1956
Hortencia,F,46,1956
Joannie,F,46,1956
Johnna,F,46,1956
Lajuana,F,46,1956
Londa,F,46,1956
Lorette,F,46,1956
Maurine,F,46,1956
Meta,F,46,1956
Nannie,F,46,1956
Renay,F,46,1956
Rosalia,F,46,1956
Roxy,F,46,1956
Sharleen,F,46,1956
Theressa,F,46,1956
Willette,F,46,1956
Andria,F,45,1956
Bonni,F,45,1956
Cindra,F,45,1956
Delaine,F,45,1956
Delana,F,45,1956
Georganne,F,45,1956
India,F,45,1956
Jasmine,F,45,1956
Justina,F,45,1956
Krystal,F,45,1956
Lavina,F,45,1956
Louvenia,F,45,1956
Marvel,F,45,1956
Santa,F,45,1956
Sindy,F,45,1956
Stephany,F,45,1956
Terra,F,45,1956
Venessa,F,45,1956
Venetia,F,45,1956
Augustine,F,44,1956
Delorise,F,44,1956
Demetra,F,44,1956
Dennise,F,44,1956
Elayne,F,44,1956
Frank,F,44,1956
Jaunita,F,44,1956
Joi,F,44,1956
Jonelle,F,44,1956
Kandis,F,44,1956
Loretha,F,44,1956
Magdalene,F,44,1956
Nydia,F,44,1956
Palma,F,44,1956
Sofia,F,44,1956
Treasa,F,44,1956
Zola,F,44,1956
Cecily,F,43,1956
Corlis,F,43,1956
Cristine,F,43,1956
Danni,F,43,1956
Denyse,F,43,1956
Janiece,F,43,1956
Jennette,F,43,1956
Lovie,F,43,1956
Luana,F,43,1956
Melia,F,43,1956
Nilsa,F,43,1956
Reatha,F,43,1956
Rebbecca,F,43,1956
Rosina,F,43,1956
Rossana,F,43,1956
Sabina,F,43,1956
Savannah,F,43,1956
Stephenie,F,43,1956
Tereasa,F,43,1956
Vannessa,F,43,1956
Wenda,F,43,1956
Yasmin,F,43,1956
Anastasia,F,42,1956
Ardith,F,42,1956
Cris,F,42,1956
Dionne,F,42,1956
Dorian,F,42,1956
Dorthea,F,42,1956
Dotty,F,42,1956
Florinda,F,42,1956
Jeffrey,F,42,1956
Jodell,F,42,1956
Jovita,F,42,1956
Liza,F,42,1956
Loni,F,42,1956
Lorenza,F,42,1956
Machelle,F,42,1956
Mercy,F,42,1956
Michel,F,42,1956
Ninfa,F,42,1956
San,F,42,1956
Sandie,F,42,1956
Sheril,F,42,1956
Sueann,F,42,1956
Vanita,F,42,1956
Verla,F,42,1956
Zenobia,F,42,1956
Adell,F,41,1956
Amie,F,41,1956
Bertie,F,41,1956
Earlean,F,41,1956
Easter,F,41,1956
Eleanore,F,41,1956
Hermelinda,F,41,1956
Iola,F,41,1956
Jenell,F,41,1956
Karie,F,41,1956
Leda,F,41,1956
Melany,F,41,1956
Ona,F,41,1956
Ouida,F,41,1956
Shawnee,F,41,1956
Tammie,F,41,1956
Tanna,F,41,1956
Abbe,F,40,1956
Alanna,F,40,1956
Angelique,F,40,1956
Annita,F,40,1956
Birdie,F,40,1956
Cherylann,F,40,1956
Enola,F,40,1956
Francina,F,40,1956
Ivonne,F,40,1956
Joline,F,40,1956
Kandice,F,40,1956
Latricia,F,40,1956
Mariellen,F,40,1956
Rickie,F,40,1956
Theresia,F,40,1956
Velia,F,40,1956
Adriene,F,39,1956
Betsey,F,39,1956
Cydney,F,39,1956
Delfina,F,39,1956
Donnamarie,F,39,1956
Eugenie,F,39,1956
Evalyn,F,39,1956
Gemma,F,39,1956
Jeraldine,F,39,1956
Jere,F,39,1956
Kimi,F,39,1956
Kyra,F,39,1956
Linnie,F,39,1956
Mia,F,39,1956
Noelia,F,39,1956
Stacia,F,39,1956
Tama,F,39,1956
Wende,F,39,1956
Zona,F,39,1956
Alfredia,F,38,1956
Alida,F,38,1956
Aretha,F,38,1956
Belia,F,38,1956
Beverlee,F,38,1956
Carman,F,38,1956
Darci,F,38,1956
Darlean,F,38,1956
Delta,F,38,1956
Devon,F,38,1956
Henry,F,38,1956
Idella,F,38,1956
Jolie,F,38,1956
Kimberli,F,38,1956
Laverna,F,38,1956
Mechelle,F,38,1956
Melita,F,38,1956
Novella,F,38,1956
Piper,F,38,1956
Rebeca,F,38,1956
Renda,F,38,1956
Sanjuana,F,38,1956
Vilma,F,38,1956
Windy,F,38,1956
Wynona,F,38,1956
Berlinda,F,37,1956
Celine,F,37,1956
Cristi,F,37,1956
Cyd,F,37,1956
Darice,F,37,1956
Debara,F,37,1956
Glenn,F,37,1956
Jama,F,37,1956
Jerrilyn,F,37,1956
Jonell,F,37,1956
Larita,F,37,1956
Layne,F,37,1956
Leota,F,37,1956
Lisabeth,F,37,1956
Neta,F,37,1956
Sharilyn,F,37,1956
Sharman,F,37,1956
Sharry,F,37,1956
Yana,F,37,1956
Zoraida,F,37,1956
Agatha,F,36,1956
Arla,F,36,1956
Brunilda,F,36,1956
Cleta,F,36,1956
Dann,F,36,1956
Darlena,F,36,1956
Dean,F,36,1956
Erna,F,36,1956
Francie,F,36,1956
Genie,F,36,1956
Georgiann,F,36,1956
Gerianne,F,36,1956
Idalia,F,36,1956
Inga,F,36,1956
Ione,F,36,1956
Jose,F,36,1956
Julene,F,36,1956
Kattie,F,36,1956
Kaylene,F,36,1956
Kennetha,F,36,1956
Lavada,F,36,1956
Lavinia,F,36,1956
Lavonna,F,36,1956
Lorry,F,36,1956
Malissa,F,36,1956
Mariana,F,36,1956
Marylyn,F,36,1956
Marylynn,F,36,1956
Merlene,F,36,1956
Natalia,F,36,1956
Nickie,F,36,1956
Oma,F,36,1956
Pamila,F,36,1956
Reginia,F,36,1956
Rhona,F,36,1956
Sherrye,F,36,1956
Sibyl,F,36,1956
Stephen,F,36,1956
Synthia,F,36,1956
Adella,F,35,1956
Andree,F,35,1956
Araceli,F,35,1956
Billye,F,35,1956
Camellia,F,35,1956
Coletta,F,35,1956
Courtney,F,35,1956
Dedra,F,35,1956
Delorse,F,35,1956
Donette,F,35,1956
Donnette,F,35,1956
Gaile,F,35,1956
Gala,F,35,1956
Garnet,F,35,1956
Georgianne,F,35,1956
Janyce,F,35,1956
Jeannetta,F,35,1956
Jimmy,F,35,1956
Konnie,F,35,1956
Letty,F,35,1956
Merita,F,35,1956
Nancee,F,35,1956
Paris,F,35,1956
Pixie,F,35,1956
Queenie,F,35,1956
Randie,F,35,1956
Remona,F,35,1956
Renate,F,35,1956
Romaine,F,35,1956
Roselle,F,35,1956
Ruthanne,F,35,1956
Sherrell,F,35,1956
Teryl,F,35,1956
Tessie,F,35,1956
Adria,F,34,1956
Arletta,F,34,1956
Arthur,F,34,1956
Bruce,F,34,1956
Candida,F,34,1956
Cathlene,F,34,1956
Celina,F,34,1956
Concepcion,F,34,1956
Cristie,F,34,1956
Danelle,F,34,1956
Deniece,F,34,1956
Douglas,F,34,1956
Haydee,F,34,1956
Heide,F,34,1956
Jolyn,F,34,1956
Jonni,F,34,1956
Karma,F,34,1956
Kimbra,F,34,1956
Laurine,F,34,1956
Loyce,F,34,1956
Luvenia,F,34,1956
Mardi,F,34,1956
Margarette,F,34,1956
Marge,F,34,1956
Maudie,F,34,1956
Melodi,F,34,1956
Michal,F,34,1956
Page,F,34,1956
Raelene,F,34,1956
Rory,F,34,1956
Sharie,F,34,1956
Sharol,F,34,1956
Sherill,F,34,1956
Sherlene,F,34,1956
Terryl,F,34,1956
Valda,F,34,1956
Valeri,F,34,1956
Verdell,F,34,1956
Walter,F,34,1956
Alexa,F,33,1956
Charyl,F,33,1956
Cheree,F,33,1956
Cory,F,33,1956
Curtis,F,33,1956
Darby,F,33,1956
Deon,F,33,1956
Elois,F,33,1956
Gerald,F,33,1956
Gretta,F,33,1956
Guillermina,F,33,1956
Jodene,F,33,1956
Jonie,F,33,1956
Lisette,F,33,1956
Lupita,F,33,1956
Myla,F,33,1956
Peg,F,33,1956
Racheal,F,33,1956
Resa,F,33,1956
Sharan,F,33,1956
Shella,F,33,1956
Suzi,F,33,1956
Tori,F,33,1956
Una,F,33,1956
Velinda,F,33,1956
Verda,F,33,1956
Wayne,F,33,1956
Alesia,F,32,1956
Artie,F,32,1956
Candance,F,32,1956
Carl,F,32,1956
Christopher,F,32,1956
Claretha,F,32,1956
Debborah,F,32,1956
Dorethea,F,32,1956
Evelina,F,32,1956
Genia,F,32,1956
Gwynne,F,32,1956
Josefa,F,32,1956
Lane,F,32,1956
Lanell,F,32,1956
Leeanne,F,32,1956
Lida,F,32,1956
Lizanne,F,32,1956
Lorita,F,32,1956
Lynnda,F,32,1956
Marchelle,F,32,1956
Merilee,F,32,1956
Mira,F,32,1956
Natasha,F,32,1956
Perri,F,32,1956
Perry,F,32,1956
Pricilla,F,32,1956
Raymond,F,32,1956
Rutha,F,32,1956
Sigrid,F,32,1956
Sunny,F,32,1956
Teresita,F,32,1956
Valli,F,32,1956
Alpha,F,31,1956
Berniece,F,31,1956
Charlyn,F,31,1956
Conni,F,31,1956
Damaris,F,31,1956
Del,F,31,1956
Dovie,F,31,1956
Enedina,F,31,1956
Fanny,F,31,1956
Genevia,F,31,1956
Gwendolynn,F,31,1956
Jacquetta,F,31,1956
Kendall,F,31,1956
Lara,F,31,1956
Lark,F,31,1956
Lenda,F,31,1956
Lennie,F,31,1956
Livia,F,31,1956
Magda,F,31,1956
Mallory,F,31,1956
Mariam,F,31,1956
Marjean,F,31,1956
Merrill,F,31,1956
Myrtice,F,31,1956
Nelida,F,31,1956
Nova,F,31,1956
Robinette,F,31,1956
Salli,F,31,1956
Samantha,F,31,1956
Sharion,F,31,1956
Tommy,F,31,1956
Tona,F,31,1956
Tonette,F,31,1956
Ardell,F,30,1956
Ardella,F,30,1956
Arletha,F,30,1956
Arlinda,F,30,1956
Belle,F,30,1956
Bev,F,30,1956
Blondell,F,30,1956
Brigitte,F,30,1956
Chere,F,30,1956
Damita,F,30,1956
Darryl,F,30,1956
Delisa,F,30,1956
Diedra,F,30,1956
Dominga,F,30,1956
Dorris,F,30,1956
Frederica,F,30,1956
Jenise,F,30,1956
Keith,F,30,1956
Keitha,F,30,1956
Laural,F,30,1956
Luanna,F,30,1956
Magnolia,F,30,1956
Maren,F,30,1956
Michaelene,F,30,1956
Micheal,F,30,1956
Mila,F,30,1956
Noelle,F,30,1956
Peggi,F,30,1956
Rafaela,F,30,1956
Renetta,F,30,1956
Rosaline,F,30,1956
Rosaura,F,30,1956
Rubye,F,30,1956
Tia,F,30,1956
Twana,F,30,1956
Vanetta,F,30,1956
Vernette,F,30,1956
Vivienne,F,30,1956
Willene,F,30,1956
Wynne,F,30,1956
Zena,F,30,1956
Alba,F,29,1956
Amparo,F,29,1956
Caprice,F,29,1956
Clair,F,29,1956
Conchita,F,29,1956
Cyndee,F,29,1956
Dallas,F,29,1956
Danny,F,29,1956
Diedre,F,29,1956
Dyann,F,29,1956
Eda,F,29,1956
Felicita,F,29,1956
Giovanna,F,29,1956
Hedy,F,29,1956
Hettie,F,29,1956
Hortensia,F,29,1956
Jeffery,F,29,1956
Jenette,F,29,1956
Joey,F,29,1956
Kenda,F,29,1956
Kirsti,F,29,1956
Lanora,F,29,1956
Latonya,F,29,1956
Lawrence,F,29,1956
Lilli,F,29,1956
Lorenda,F,29,1956
Ltanya,F,29,1956
Lyndia,F,29,1956
Maribel,F,29,1956
Marisela,F,29,1956
Marylee,F,29,1956
Michell,F,29,1956
Midge,F,29,1956
Nadene,F,29,1956
Pamla,F,29,1956
Patience,F,29,1956
Pearlene,F,29,1956
Pia,F,29,1956
Pinkie,F,29,1956
Rayna,F,29,1956
Shela,F,29,1956
Sheliah,F,29,1956
Skye,F,29,1956
Thalia,F,29,1956
Thersa,F,29,1956
Threasa,F,29,1956
Vanda,F,29,1956
Vina,F,29,1956
Zaida,F,29,1956
Zetta,F,29,1956
Albert,F,28,1956
Barbie,F,28,1956
Bess,F,28,1956
Blair,F,28,1956
Chaya,F,28,1956
Corrie,F,28,1956
Danise,F,28,1956
Dorita,F,28,1956
Elaina,F,28,1956
Eleanora,F,28,1956
Erlene,F,28,1956
Ernest,F,28,1956
Gerrie,F,28,1956
Gwyn,F,28,1956
Helaine,F,28,1956
Holley,F,28,1956
Ileana,F,28,1956
Jeanice,F,28,1956
Jenice,F,28,1956
Jenna,F,28,1956
Jesusa,F,28,1956
Jil,F,28,1956
Jonette,F,28,1956
Julienne,F,28,1956
Kimberlyn,F,28,1956
Laree,F,28,1956
Lavonia,F,28,1956
Leslye,F,28,1956
Lizette,F,28,1956
Loralee,F,28,1956
Lore,F,28,1956
Luan,F,28,1956
Lynetta,F,28,1956
Margarite,F,28,1956
Marylouise,F,28,1956
Mazie,F,28,1956
Melynda,F,28,1956
Minda,F,28,1956
Mirta,F,28,1956
Odette,F,28,1956
Oleta,F,28,1956
Patrick,F,28,1956
Robbyn,F,28,1956
Rox,F,28,1956
Samuel,F,28,1956
Scheryl,F,28,1956
Sherian,F,28,1956
Sonda,F,28,1956
Tawanna,F,28,1956
Troy,F,28,1956
Velva,F,28,1956
Venice,F,28,1956
Voncile,F,28,1956
Wanita,F,28,1956
Bari,F,27,1956
Bianca,F,27,1956
Carolyne,F,27,1956
Charlean,F,27,1956
Charlesetta,F,27,1956
Christiane,F,27,1956
Debie,F,27,1956
Delane,F,27,1956
Detra,F,27,1956
Doria,F,27,1956
Gabriella,F,27,1956
Georgeanne,F,27,1956
Glennis,F,27,1956
Jacklynn,F,27,1956
Jacquelene,F,27,1956
Janina,F,27,1956
Jenni,F,27,1956
Jerilynn,F,27,1956
Joelle,F,27,1956
Karmen,F,27,1956
Katherin,F,27,1956
Larue,F,27,1956
Lexie,F,27,1956
Louis,F,27,1956
Melaine,F,27,1956
Michaele,F,27,1956
Nicola,F,27,1956
Roger,F,27,1956
Romelia,F,27,1956
Sheral,F,27,1956
Starlene,F,27,1956
Suann,F,27,1956
Susannah,F,27,1956
Tamar,F,27,1956
Terrill,F,27,1956
Trish,F,27,1956
Adelaida,F,26,1956
Adelita,F,26,1956
Adelle,F,26,1956
Allen,F,26,1956
Angelene,F,26,1956
Arlean,F,26,1956
Bebe,F,26,1956
Cameron,F,26,1956
Carie,F,26,1956
Collene,F,26,1956
Daina,F,26,1956
Darrell,F,26,1956
Deberah,F,26,1956
Delbra,F,26,1956
Delila,F,26,1956
Dominique,F,26,1956
Esta,F,26,1956
Gaynelle,F,26,1956
Georgeanna,F,26,1956
Gillian,F,26,1956
Helga,F,26,1956
Jackqueline,F,26,1956
Jada,F,26,1956
Jade,F,26,1956
Jeralyn,F,26,1956
Jesse,F,26,1956
Kathren,F,26,1956
Kittie,F,26,1956
Kyla,F,26,1956
Lauree,F,26,1956
Linnette,F,26,1956
Loris,F,26,1956
Lutricia,F,26,1956
Marijane,F,26,1956
Maryalice,F,26,1956
Misty,F,26,1956
Noella,F,26,1956
Olympia,F,26,1956
Rinda,F,26,1956
Rosalva,F,26,1956
Shanda,F,26,1956
Shara,F,26,1956
Sherrel,F,26,1956
Soledad,F,26,1956
Taffy,F,26,1956
Tamela,F,26,1956
Trinidad,F,26,1956
Verona,F,26,1956
Almeda,F,25,1956
Andre,F,25,1956
Audry,F,25,1956
Bella,F,25,1956
Betti,F,25,1956
Beverlyn,F,25,1956
Carline,F,25,1956
Chana,F,25,1956
Charletta,F,25,1956
Corinna,F,25,1956
Delena,F,25,1956
Delene,F,25,1956
Delories,F,25,1956
Domenica,F,25,1956
Dorrie,F,25,1956
Elizebeth,F,25,1956
Filomena,F,25,1956
Floretta,F,25,1956
Ines,F,25,1956
Jaci,F,25,1956
Jacinta,F,25,1956
Jaymie,F,25,1956
Jenine,F,25,1956
Jerelyn,F,25,1956
Joellyn,F,25,1956
Junie,F,25,1956
Kary,F,25,1956
Lacinda,F,25,1956
Lael,F,25,1956
Launa,F,25,1956
Leanora,F,25,1956
Leasa,F,25,1956
Lorilee,F,25,1956
Marilu,F,25,1956
Marnie,F,25,1956
Marylu,F,25,1956
Melvin,F,25,1956
Micaela,F,25,1956
Nancey,F,25,1956
Nella,F,25,1956
Raynette,F,25,1956
Rea,F,25,1956
Robyne,F,25,1956
Rosana,F,25,1956
Signe,F,25,1956
Steve,F,25,1956
Sunday,F,25,1956
Suzzanne,F,25,1956
Syble,F,25,1956
Tenley,F,25,1956
Terrye,F,25,1956
Tillie,F,25,1956
Vesta,F,25,1956
Vonna,F,25,1956
Willetta,F,25,1956
Yolande,F,25,1956
Alda,F,24,1956
Alethia,F,24,1956
Alita,F,24,1956
Arden,F,24,1956
Arthurine,F,24,1956
Ashley,F,24,1956
Audra,F,24,1956
Blythe,F,24,1956
Brenna,F,24,1956
Bunnie,F,24,1956
Carolin,F,24,1956
Chari,F,24,1956
Charlena,F,24,1956
Cher,F,24,1956
Chloe,F,24,1956
Cookie,F,24,1956
Corrina,F,24,1956
Darlynn,F,24,1956
Dava,F,24,1956
Deboraha,F,24,1956
Devra,F,24,1956
Donella,F,24,1956
Donnetta,F,24,1956
Donnis,F,24,1956
Dyanne,F,24,1956
Evanna,F,24,1956
Gayl,F,24,1956
Geralynn,F,24,1956
Gerilyn,F,24,1956
Gertie,F,24,1956
Glena,F,24,1956
Gwynn,F,24,1956
Harold,F,24,1956
Hildy,F,24,1956
Jaclynn,F,24,1956
Jacquie,F,24,1956
Jaylene,F,24,1956
Jettie,F,24,1956
Joane,F,24,1956
Joelene,F,24,1956
Jone,F,24,1956
Juan,F,24,1956
Jude,F,24,1956
Kandie,F,24,1956
Karlyn,F,24,1956
Katheleen,F,24,1956
Lannie,F,24,1956
Larraine,F,24,1956
Lenna,F,24,1956
Lindell,F,24,1956
Maurice,F,24,1956
Maxcine,F,24,1956
Melea,F,24,1956
Milissa,F,24,1956
Mirian,F,24,1956
Phillip,F,24,1956
Regan,F,24,1956
Renette,F,24,1956
Rosia,F,24,1956
Sabrena,F,24,1956
Sandee,F,24,1956
Shan,F,24,1956
Sharri,F,24,1956
Sheralyn,F,24,1956
Shevawn,F,24,1956
Shirl,F,24,1956
Taunya,F,24,1956
Tommye,F,24,1956
Tony,F,24,1956
Willia,F,24,1956
Zora,F,24,1956
Alissa,F,23,1956
Annamaria,F,23,1956
Bernie,F,23,1956
Blenda,F,23,1956
Cammie,F,23,1956
Catheryn,F,23,1956
Cay,F,23,1956
Christel,F,23,1956
Chyrl,F,23,1956
Corby,F,23,1956
Cyndie,F,23,1956
